,State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Number_Counties,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,All_Death,Health_Status,Unhealthy_Days,LBW,VLBW,Premature,Under_18_deaths,Over_40_deaths,Unmarried,Late_Care,Infant_Mortality,IM_Wh_Non_Hisp,IM_Bl_Non_Hisp,IM_Neonatal,IM_Postneonatal,Brst_Cancer,Col_Cancer,CHD,Homicide,Lung_Cancer,MVA,Stroke,Suicide,Injury,Total_Births,Total_Deaths,MOBD_Time_Span,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Exp,Toxic_Chem,Diabetes,Smoker,Obesity
1104,21,227,Warren,Kentucky,KY,28,98960,182,15.2,24.9,64.3,9.5,1.3,87.9,8.8,0.2,1.7,3.3,75.9,971,18.6,6,8.4,1.5,14.3,4.5,1.5,32.6,19.2,6.2,5.6,11.4,4.1,2.1,20.2,22.7,179.5,3,74.2,18.1,76.7,14,24.2,6295,3893,1999-2003,11418,10414,2760,95,57.6,12181,2700,4727,6470,6226,7,3,5,51,3,79,57,28,836011,7.7,27.1,22.6
1111,22,1,Acadia,Louisiana,LA,54,59552,91,19.9,29,58.7,10.9,1.4,80.3,18.9,0.2,0.2,1,73.4,1072.4,23.9,5.9,10.8,1.4,15.2,5.5,1.2,45.5,21.7,10.2,9.4,13,5,5.2,39.9,26.5,185.7,4.9,73.1,28.4,59.1,11.1,26.1,4628,3026,1999-2003,9501,6768,2025,47,23.5,13093,1572,2178,3038,3201,0,3,0,38,3,59,6,29,4521,8.2,26.1,27.8
1112,22,3,Allen,Louisiana,LA,33,25270,33,20.5,24.3,63.4,10.9,1.4,72.6,24.5,1.6,0.6,4.5,74.8,1043.6,19.8,5.7,10.3,1.7,15.6,6.3,1.5,39.5,19.3,6.3,6.6,4.8,2.3,4,26.3,27.4,186,6,65.5,30.3,87,10.1,31.2,3331,2336,1994-2003,3978,2713,723,47.5,27.7,6214,855,936,1367,1374,0,3,2,29,4,30,4,12,13775,10.5,22.6,32.2
1113,22,5,Ascension,Louisiana,LA,37,90501,310,11.4,28.6,64,6.7,0.8,78.6,19.8,0.3,0.8,3.4,75,989.7,14.7,5.3,8.5,2.1,13.1,4,1.1,32.5,13.4,7.2,6.2,11.6,5.3,1.9,34.4,21.3,232.9,9.6,70.4,24,62.1,10.4,26.6,6780,2595,1999-2003,11229,6223,1480,44.2,17.7,11434,2811,2681,4637,4949,1,3,4,71,4,68,52,32,17685530,8.7,25.2,20.3
1114,22,7,Assumption,Louisiana,LA,45,23196,68,17.9,26.3,62.1,10.2,1.4,67.5,31.7,0.3,0.3,1.5,74.6,975.2,26.7,7.5,10.1,2.2,14.6,7.3,1.2,46.9,16.5,12.7,11.7,15.1,9.5,3.3,34.1,20.3,275.4,7.2,73.3,30.8,63.3,10.8,23.8,3071,1956,1994-2003,3640,2372,734,25.9,12.9,6123,996,939,1227,1267,3,4,0,30,4,44,9,23,241637,13.4,26.4,26.6
1115,22,9,Avoyelles,Louisiana,LA,23,42098,51,23,26.4,60.4,11.6,1.6,67.8,30.5,1,0.3,1.1,73.5,1113.1,23.6,5.3,10.8,2.1,15.8,6.9,0.9,49.1,21.6,7.9,4.7,13.3,6,1.9,32,22.8,293.4,5.5,71.2,33.8,66.2,15.2,21.3,3148,2440,1999-2003,7383,5436,1503,45.1,28.5,10924,1333,1649,2220,2275,1,3,8,11,3,37,2,25,4854,6.1,27.4,24.7
1117,22,13,Bienville,Louisiana,LA,33,15176,19,20.6,25.4,57.3,14.6,2.7,57.6,41.9,0.2,0.2,1.2,73.1,1038,23.3,6.6,12,2.4,18.6,8.3,1.2,49,21,7.3,5.4,9.6,4.5,2.8,33.1,23,156.9,10.3,62.1,30.9,68.3,7.5,30.8,2003,2180,1994-2003,2747,2586,433,13.2,26.4,2793,462,444,811,828,0,3,0,14,3,24,4,8,866,10.3,27.4,29.9
1118,22,15,Bossier,Louisiana,LA,32,105541,126,13.4,27.6,61.2,10.1,1.1,75.2,21.3,0.6,1.5,3.8,75.6,970.1,15,5,9.3,1.7,14.6,4.3,1.1,35.4,13.4,7.6,5.4,13.4,5.4,2.2,24.2,24.9,209.8,9.5,62.6,16.5,58,12.3,27.7,7655,3992,1999-2003,14451,10445,1722,62.5,37.9,11410,2735,2907,5482,5697,0,3,20,72,4,70,11,35,264,7.6,27.8,21.5
1119,22,17,Caddo,Louisiana,LA,33,251309,285,19.7,26.7,59.9,11.6,1.9,51.3,46.5,0.4,0.9,1.9,74.1,991.1,16.4,5.4,12.4,2.8,18.2,6.5,1.4,54.8,19.4,13.3,7.1,18.2,9.1,4.2,29.1,24,196.1,18.8,68.5,18.8,62.4,10,28.1,11001,8038,2001-2003,43461,33063,5862,171.1,56.5,34497,7300,6388,13221,13633,0,3,15,80,3,143,56,135,1422221,7.7,21.9,27
1120,22,19,Calcasieu,Louisiana,LA,53,185419,173,16.3,26.8,60.9,11,1.3,73.4,24.7,0.3,0.7,1.6,74.3,1013.5,16,5.9,9.3,1.7,15.8,4.9,1.3,42.5,10.4,10.5,7.6,16.2,5.2,5.2,30.9,23.5,240.7,7.3,68.4,19.5,61.6,13,25.8,8229,5219,2001-2003,27037,22039,4641,79.8,47.5,27180,6841,5141,9731,10138,0,3,6,92,4,88,26,55,13758427,7.2,25.5,26.4
1125,22,29,Concordia,Louisiana,LA,34,19273,28,23.9,25.8,58.9,13.3,2,60.5,38.6,0.2,0.4,1.7,73.5,1014.6,22.5,6.1,11.8,2.2,17.6,11.3,0.6,57.6,26.6,9.2,6.1,11.5,4.8,4.4,37.2,23.9,211.9,8.9,70.5,26.2,63.6,8.9,35.1,3051,2171,1994-2003,4174,2893,641,67.5,36.3,4489,788,610,1024,1034,0,3,0,24,3,35,2,12,374,9.2,20.9,29.7
1127,22,33,East Baton Rouge,Louisiana,LA,25,411417,903,16.4,27.1,62.5,9.2,1.2,53.3,43.3,0.2,2.4,2.2,74.9,971.9,13.2,5,11.5,2.5,15.4,4.8,1.9,46.9,17.6,10.2,6.1,13.8,7.2,3,31,21.7,192.6,13.8,53.7,20.3,54.7,10,21,17566,10081,2001-2003,61422,40060,7136,113.3,57.1,40466,14845,11691,21571,24108,1,3,12,187,3,209,171,160,9502346,6.1,20.4,22.8
1130,22,39,Evangeline,Louisiana,LA,40,35540,54,24.2,28.6,59.1,10.8,1.5,70.2,29.1,0.2,0.3,1.2,73.2,1125.3,24.4,5.8,13.3,1.7,17.8,6.6,0.5,44.8,17.8,9.3,6,14.8,5.1,3.9,16.8,29,217.7,8.1,72,31.3,77,17.5,35.3,2571,1952,1999-2003,6100,4225,1728,73.2,28.1,9815,892,1651,1823,1948,0,3,0,27,4,34,1,16,141708,7.4,27.5,24.8
1131,22,41,Franklin,Louisiana,LA,38,20380,33,24.2,26.8,57.4,13.9,1.9,67.9,31.3,0.3,0.2,0.8,71.6,1125.7,24.2,5.5,10.2,1.8,14.9,8.9,0.8,48.6,25.9,12,11.3,13.9,6.9,5.2,26.5,19.4,299.1,7.6,65.2,34.1,80.7,9.2,28.8,3239,2779,1994-2003,4562,3154,530,19.6,29.4,5099,728,676,1069,1086,0,3,0,12,3,38,1,17,68,8.9,30.1,32.3
1133,22,45,Iberia,Louisiana,LA,54,74388,129,19.7,28.9,59.5,10.2,1.4,65,31.6,0.3,2.2,1.7,74.8,977,21.5,5.3,9.8,2.3,13.9,7.3,1.2,53.6,25.5,10.4,8.7,12.9,7.6,2.9,27.1,19.5,196.8,3.8,71.3,24.9,53.3,11,18.9,5889,3285,1999-2003,12631,8279,2135,67.2,40.3,15411,2217,2360,3798,3983,0,3,0,59,4,74,27,37,115847,11.2,25.1,27.6
1138,22,55,Lafayette,Louisiana,LA,53,197390,732,15.6,27,62.9,9.1,1.1,72.4,25.1,0.3,1.4,2.1,75.7,939.9,14,5.1,9.2,1.9,11.5,3.7,1.9,39.9,7.8,9.5,6,17.1,6.8,2.7,34.8,25.3,168.9,5.3,64,18.5,59.2,10.3,27.8,8771,4290,2001-2003,28498,18505,3925,131.7,49.6,25022,5489,6385,10346,11073,0,3,6,139,4,92,26,58,76832,7,23.4,21.8
1139,22,57,Lafourche,Louisiana,LA,37,92179,85,15.3,26.2,62,10.6,1.2,82.6,13.3,2.5,0.7,1.8,75.6,911.3,17.8,5.7,9.9,1.8,14.8,5.1,1.1,42.2,13.7,11,8.1,19.9,7.9,3.1,28.3,22.1,185.2,4.1,55.6,25.1,55.7,10.6,27.4,6079,3641,1999-2003,12325,9636,2370,60.8,38,20129,2722,4725,4879,5056,0,3,5,97,4,77,17,36,54782,9.2,26.3,28
1141,22,61,Lincoln,Louisiana,LA,27,42108,89,21.1,26.7,61.7,9.9,1.7,58,39.9,0.3,1.4,1.7,76.7,853.1,14,5.1,9.3,1.6,15.4,5.3,1.2,45.6,15.4,8.1,5.9,10.1,5.5,2.6,33.4,24.4,91.6,5.6,47.2,17.3,73.2,7.8,25.4,2731,1663,1999-2003,6157,4714,731,61.7,28.5,4389,1232,906,2241,3022,0,3,0,31,3,46,5,17,212778,5.8,19.5,25.2
1142,22,63,Livingston,Louisiana,LA,32,109206,169,11.9,26.9,64.3,8,0.8,94.3,4.4,0.4,0.4,1.5,74.7,1009,18.2,6,8,1.5,11.5,3.5,1,28.7,11.6,7.7,7.1,20.4,4.3,3.5,21.7,26.1,117.1,3.8,69.1,31.4,60.1,14.1,27.9,7438,3433,1999-2003,13092,8066,2199,16.5,18.3,15907,2963,4249,5723,6004,0,3,19,71,4,67,39,34,101846,7.7,31.1,25.1
1144,22,67,Morehouse,Louisiana,LA,23,29989,38,23.3,26.8,58.3,13.1,1.7,54.8,44.6,0.1,0.3,0.9,72.8,1088.7,24.3,6.4,11.7,2.5,15.9,9,0.8,55.7,17.2,14,11.8,16.1,9.6,4.4,36.1,24.3,189.4,8.8,74,30.4,67.9,12.1,26.7,2282,1871,1999-2003,6086,4676,926,43.3,16.7,6485,1092,1061,1573,1601,0,3,6,32,4,28,6,18,2264399,7,28,34
1145,22,69,Natchitoches,Louisiana,LA,33,38541,31,22.1,28.2,59.5,10.6,1.7,57.9,39.7,1.1,0.7,1.5,73.7,1040.5,19,4.8,10.9,2.1,16.7,7.2,1.1,52.6,20.1,11.8,9.6,14.8,7.4,4.4,23.5,26.4,211.2,8.5,59.4,26.1,72.3,12.9,21.9,2960,1919,1999-2003,6678,4537,959,51.9,23.4,6133,1229,1168,1998,2359,0,3,0,22,3,39,14,21,1560336,8.9,21,28
1147,22,73,Ouachita,Louisiana,LA,33,148237,243,19.6,28.1,59.9,10.7,1.4,63.5,34.8,0.3,0.9,1.4,74.2,1007.4,16.4,5.3,10.9,2,15.7,5.7,1.2,49.1,14.7,10.4,5.6,15.2,7.1,3.1,34.6,17.2,105.8,8.1,62.6,20,58.2,10.2,28,6754,4134,2001-2003,25482,17256,2862,107.3,50.6,19676,4469,3257,7665,8287,3,4,9,116,4,84,9,79,10066982,6.5,25.6,25.8
1149,22,77,Pointe Coupee,Louisiana,LA,45,22377,40,18.5,25.8,60.1,12.4,1.7,62.1,37.2,0.2,0.3,1.3,73.9,988.3,17,5.3,11.3,3,16,7.8,1.3,48,20.1,8.4,6,10.4,5,3.4,28.1,23.3,260.4,12.7,61.3,31.5,68.8,11.5,24.5,3351,2341,1994-2003,3441,2878,547,40.2,13.4,4540,894,724,1188,1192,0,3,0,18,3,43,6,23,1412441,7.2,28,28.1
1150,22,79,Rapides,Louisiana,LA,33,128462,97,19.2,26.8,60.1,11.7,1.4,66.3,31.1,0.8,1,1.9,73.6,1077.6,20.5,6,10.6,2.3,15.4,5,1.2,46.5,14.7,14,10.7,19.7,9.2,4.8,28,22.8,210.9,9.8,76.8,21.4,76.1,11,23.5,5646,4134,2001-2003,20496,16227,4491,109,44.4,21055,3660,4603,6741,6896,1,3,8,85,4,72,85,68,1489463,7.8,26.3,24.5
1152,22,83,Richland,Louisiana,LA,38,20526,37,23.4,26.6,58.9,12.5,2,62.1,37.5,0.1,0.2,1.4,72.5,1099.5,23.4,6.7,11.6,2.6,16.1,10.2,0.8,53.2,19.6,14,9.6,17.5,9.6,4.4,24.9,21.6,245.2,6.5,83,34.4,64.7,9.3,28.1,3256,2613,1994-2003,4166,3068,543,92.6,29.2,5053,671,672,1079,1105,3,4,0,12,3,37,3,17,4658,10,30.4,30.7
1153,22,85,Sabine,Louisiana,LA,38,23786,27,17.9,25.9,58.2,14,1.8,73.4,16.5,8,0.2,3.2,73.9,1006.7,24.9,6,8.8,1.7,13.7,7,1,40,18.9,10.2,7.8,17.1,7,3.2,24.9,20.8,212.6,8,73.5,37.2,76.4,13.8,25.5,3144,2747,1994-2003,3817,3419,778,21,12.6,4590,578,840,1263,1263,0,3,0,17,3,42,1,19,59960,11.7,27.1,25.2
1157,22,93,St. James,Louisiana,LA,45,21150,86,16.1,28,60,10.8,1.2,49.9,49.9,0.1,0.1,0.9,75.6,987.6,19.7,7.3,11.4,2.4,15.3,6.4,1.1,50.9,23.9,11.3,8.7,13.2,7.2,4.1,35.1,30.4,219.5,7.8,58.7,34.3,62.8,6,29,3272,1817,1994-2003,3499,2522,506,66.2,18.9,3462,956,659,1094,1163,2,4,0,17,3,40,4,21,5536464,11.4,21.3,25.4
1159,22,97,St. Landry,Louisiana,LA,54,89937,97,22.9,28.6,58.1,11.6,1.6,56.4,42.5,0.2,0.3,0.9,74,1009.5,21.7,6.3,11.1,1.9,13.8,7,1.5,51.7,25.5,10.8,8.2,13.7,6.3,4.7,26,25.9,209.2,5.8,70.2,27,70.3,13,25.8,6854,4523,1999-2003,15387,10929,3588,81.2,20,21408,2646,3726,4610,4832,2,3,0,56,3,88,10,44,424089,9.6,28.2,24.6
1160,22,99,St. Martin,Louisiana,LA,40,50434,68,20.1,27.8,61.9,9.3,1,66.9,31.4,0.3,1,1.1,74.8,992.4,26.1,7.3,10.8,2,14.5,5.9,1.4,49.2,13.7,9.7,5.9,16.6,6.5,3.2,29.5,27.4,248,5.9,79.8,29.5,62.2,12.7,17,3711,2019,1999-2003,8517,4538,1471,19.8,7.9,11845,1371,2105,2614,2741,0,3,0,24,3,47,11,22,29501,8.3,27.2,32.6
1161,22,101,St. Mary,Louisiana,LA,54,51416,84,20.2,28.4,59.4,11,1.3,63.8,32.5,1.5,1.4,2.8,73.8,1053.8,23,5.6,10.6,1.8,14.1,6.7,1.3,51.6,19.8,10.1,8.6,14.6,5.2,4.9,26.1,22.5,199.7,6.2,73.3,23.2,67.8,10.4,39.5,4053,2474,1999-2003,9092,6196,1843,72,27.2,11093,2026,2077,2642,2736,0,3,0,9,3,53,3,27,516542,8.2,27.6,30.7
1163,22,105,Tangipahoa,Louisiana,LA,54,106502,135,20.8,27.5,62,9.4,1.1,69.8,29,0.2,0.5,1.8,72.9,1122.7,19.3,4.9,10.1,1.8,14,6.4,1.2,48.1,13.1,7.4,5,11.4,4.5,2.9,31.6,27.4,257.6,11.6,67.5,33,77.1,11.9,29.7,7959,4828,1999-2003,18694,10761,3570,57.3,32.9,18709,4716,3999,5545,6087,0,3,0,84,4,102,25,51,262788,7.8,24,28.5
1165,22,109,Terrebonne,Louisiana,LA,33,107491,86,16.8,28,61.4,9.5,1.1,74.5,18.1,5.3,0.8,2,74.6,962.6,19.9,5.9,10.3,1.9,15.8,5.5,1.1,46.4,16.4,9.6,7.5,15.2,6.7,3,30.6,30,181.8,7.5,71.9,19.7,62.7,10.5,26.3,5078,2491,2001-2003,16278,10683,3803,56.7,34.4,22319,3349,6433,5554,5812,0,3,6,116,4,60,32,57,29245,8.4,28.4,27.8
1166,22,111,Union,Louisiana,LA,33,22901,26,17.5,25.2,59.5,13.6,1.8,72.2,27,0.2,0.3,2.8,73.8,1076.5,18.6,4.1,9.2,2,14.6,7.6,1.1,38.4,14.5,9.2,6.2,14.8,6.3,2.8,28.6,17.9,232.6,9.2,74.6,36.2,64.9,9.2,33.9,3111,2710,1994-2003,3855,3261,586,26.2,13.1,4363,665,707,1226,1195,1,3,0,32,4,34,0,11,128039,8.3,19.7,32.8
1167,22,113,Vermilion,Louisiana,LA,54,55195,47,18.4,26.9,59.9,11.3,1.9,82.8,14.3,0.3,2.1,1.8,75.6,930.4,20.5,6,9,1.8,11.8,4.8,1.7,42.3,8.8,9.6,6.6,23.9,6.4,3.2,29.7,22.2,217.3,7.4,58.8,27.5,59.4,12.2,24.2,4049,2664,1999-2003,8516,6980,1336,39.9,19.9,12233,1418,2233,2893,2977,0,3,0,57,4,54,29,27,20678,11,23.2,25.5
1168,22,115,Vernon,Louisiana,LA,37,48745,37,15.3,32.8,58.1,8.4,0.7,77.1,15.4,1.5,2.3,6.7,74.3,1037.2,13.7,5.1,7.1,1.4,12.1,3.6,0.6,21.4,12.8,5.3,3.5,10.5,3.2,2.2,24,15.5,193,5.1,77.5,25.9,47.4,12.8,22.6,5057,1762,1999-2003,8974,4108,909,41,28.7,5553,1354,1466,2352,2630,1,3,3,29,3,44,9,21,110911,5.1,32.1,23
1169,22,117,Washington,Louisiana,LA,23,44623,67,23.3,26.5,59.5,12.3,1.7,67.6,31.6,0.3,0.2,1.1,71.6,1147.1,25,7.2,10.7,1.8,17.6,7,1,49.9,17.4,10.1,7.7,14,5.2,4.9,32.6,26.4,262,11,82.3,44.6,74.5,10,35,3266,2723,1999-2003,8008,6156,1806,40.3,31.4,9172,1631,2154,2348,2394,3,3,9,64,4,40,11,26,2046513,16.8,28.6,29.8
1170,22,119,Webster,Louisiana,LA,27,41356,69,17.9,24.8,58.9,14.1,2.3,65.6,33.2,0.3,0.3,1,73.8,1090.6,16.7,5.3,12.2,2.7,18.2,6.5,1.6,46.2,15,11.4,9.1,16.5,7.8,3.7,29.1,29.4,284.1,6.5,75.2,30.4,66.5,13.8,18.4,2708,2755,1999-2003,6297,6821,1165,38.7,31.4,8080,1254,1428,2227,2210,0,3,2,11,3,33,7,25,255370,6.6,25.4,27.5
1171,22,121,West Baton Rouge,Louisiana,LA,53,21634,113,15.4,26.6,63.1,9.2,1.1,63.9,35.4,0.1,0.2,1.9,74.9,1012,19.1,5.1,9.2,1.7,13.6,5.7,1.1,43.6,17.5,9.5,6.2,14.3,7,2.5,31.3,24.8,217.6,10.8,71.6,22.1,71.7,9,27.4,3185,1683,1994-2003,3332,2185,457,37,13.9,3714,740,710,1140,1180,0,3,2,27,3,34,14,17,625804,12.2,23.5,28.7
1177,23,5,Cumberland,Maine,ME,24,274950,329,8.4,22.9,63.5,11.6,2,95.3,1.5,0.3,1.6,1.2,78.3,810.5,10.8,5.9,6.4,1.3,9.8,1.4,3.9,22.5,8.5,4.8,4.2,19.7,3.9,0.9,26.7,21.7,120.7,1.2,59.9,9.4,46.5,9.8,25.2,9013,7264,2001-2003,15057,35270,7066,159.3,64.4,18824,5808,5432,19388,19935,12,3,16,98,3,105,7,57,351250,5.6,18.9,16.6
1192,24,3,Anne Arundel,Maryland,MD,24,510878,1228,6.2,26.1,63.3,9.4,1.2,80.5,14.7,0.3,2.9,3.5,76.9,874.8,12.4,5.9,7.9,1.6,12.3,2.3,3.3,25.3,10.2,6.7,4.9,15.5,4.7,2,27.9,20,182.5,4.7,61.9,12.1,59.8,9.2,11.6,19893,10819,2001-2003,55250,50884,7180,90.6,56,45996,9717,9914,26907,26855,8,3,30,234,4,196,141,105,11936817,7.5,22.4,23.3
1193,24,5,Baltimore,Maryland,MD,32,786113,1313,7.6,24.5,60.9,12.2,2.3,70.5,24,0.3,3.9,2.4,76.9,862.3,14,6.1,9.3,1.9,13.4,2.6,3,32.7,10.9,8.4,6.4,13.1,6.1,2.2,28,22.3,180.5,6.7,64.8,10.6,61.4,8.9,11.4,26388,23035,2001-2003,75009,106125,13713,138.1,67.3,83177,18003,25750,42253,42062,15,3,23,357,4,300,498,92,3192105,6.5,22.2,20.8
1198,24,17,Charles,Maryland,MD,57,138822,301,6.9,28.3,63.7,7.1,0.9,60.3,34.6,0.7,2.4,3.1,76.6,923,9.7,5.6,8,1.8,13.3,2.9,2.5,33.9,16.5,6.7,4.6,9.9,4.6,2.1,37.2,29.2,203.8,5.6,62.2,18.5,50.4,12,13.3,5229,2444,2001-2003,13445,9449,1796,44.7,33.9,12527,2390,2475,7106,7461,1,3,8,43,3,50,7,15,6853744,4.9,21.1,26.5
1199,24,19,Dorchester,Maryland,MD,35,31401,56,13.6,23.1,59.5,14.9,2.5,70.9,27.6,0.2,0.8,1.9,74.8,994.8,15.5,6.1,9.9,2.2,13.7,6.9,1.7,52.3,14.2,8.6,7.4,11.7,4.9,3.7,20.5,28.1,241.1,8.1,75.6,19.1,50.3,12.1,18,1628,2000,1999-2003,4525,4961,801,57.3,28.7,5638,915,603,1718,1652,0,3,2,38,4,20,2,6,47000,9.7,25.1,26.4
1200,24,21,Frederick,Maryland,MD,57,220701,333,5.6,27.6,62.6,8.5,1.3,87.2,7.8,0.3,3,4.5,78.3,812.3,8.5,5.3,6.2,1.1,10,1.8,3.5,23.1,18,4.7,4.1,10.9,3.3,1.4,21.8,22,197.9,2.2,47.1,13.7,67.7,11.8,13.2,8664,4139,2001-2003,16001,19073,2613,63,49.8,18378,3641,3721,11394,11676,10,3,12,92,4,81,4,25,952019,6,20,21.4
1202,24,25,Harford,Maryland,MD,57,239259,543,6.4,27.1,62.1,9.6,1.2,84.8,11.5,0.2,2,2.3,77.4,851.3,13.5,6.1,7.3,1.3,11.7,2.3,2.4,25.3,9.6,4.6,4.1,8.1,3.3,1.3,21.2,18.3,211,2.1,62.8,16.8,60.1,11.5,9.4,8568,4779,2001-2003,21006,23188,3338,68.1,42.6,20754,4940,5991,12440,12656,5,3,14,90,4,89,27,27,90373,7.2,20.4,22.3
1203,24,27,Howard,Maryland,MD,57,269457,1069,4.7,27.7,63.6,7.7,1,70.6,16.1,0.3,11,3.9,79.7,702.7,7.2,4.5,7.6,1.7,11,1,4.7,14.9,5.4,5.8,5.1,12.2,4.5,1.2,22.2,15.9,139.6,3,38.9,5,56.5,6.9,9.7,10701,3650,2001-2003,27881,16192,1726,214.5,63.8,12092,4602,5382,13878,13950,6,3,16,105,4,101,25,31,5079,4.5,13.7,16.4
1205,24,31,Montgomery,Maryland,MD,32,927583,1872,6.4,26.3,61.9,9.9,1.8,67.9,16.4,0.3,13.2,13.2,81.3,597.2,8.6,4.8,7.5,1.4,11.4,1.4,5.4,20.2,16.4,5.6,4.5,8.8,4,1.6,22.2,13.1,122.8,3.1,31.4,7.6,41,5.6,9,40256,15815,2001-2003,104529,95011,7273,197.3,101.2,59978,15843,16593,48627,47182,7,3,27,361,3,353,146,109,4268376,5.2,11.9,15.3
1206,24,33,Prince George's,Maryland,MD,32,846123,1743,9.4,28.5,63.1,7.5,0.9,27.7,66.1,0.4,4,10.4,75,927.3,10.8,5.3,10.5,2.6,14.2,3.2,3.2,44.2,23.8,11.9,7.7,14.4,8.9,2.9,31.3,24.2,217.8,18,54.5,18.1,56,7.6,13.2,37078,16258,2001-2003,122762,63506,11083,78.2,50.7,79974,20235,15567,43203,46001,3,3,25,251,3,322,146,99,5351657,8.3,17.8,25.5
1208,24,37,St. Mary's,Maryland,MD,26,96518,267,7.4,27.8,62.8,8.3,1.1,81.7,14.3,0.4,2.1,2.3,76.7,878.4,12,5.8,7.4,1.5,11.9,2.9,2.3,28.1,17.8,7.7,6.7,14.9,6,1.7,18.7,25.9,208,3.6,57,17.9,57.9,11.1,15.7,6642,2950,1999-2003,10250,7819,1227,60.1,32.1,8965,1696,1811,4978,5316,2,3,4,70,4,62,5,18,4382,6.1,21.1,25.6
1209,24,39,Somerset,Maryland,MD,23,25845,79,19.2,21.9,64.5,11.8,1.8,56.6,41.7,0.3,0.8,1.8,75.2,1030.3,19.5,6.5,10.4,2,14.9,7.3,1.3,53.6,20.7,11.3,6.6,19.2,8.6,2.7,29.9,22.5,306,4.3,84.9,16.8,48.9,8.3,15.6,2479,2708,1994-2003,3610,3387,621,54.2,23.2,5109,681,744,1442,1614,0,3,0,94,4,40,29,10,0,10.4,30.6,32.4
1212,24,45,Wicomico,Maryland,MD,37,90402,240,11.5,25.7,61.5,10.9,1.9,73.1,23.8,0.3,1.8,2.8,75.3,942.1,15.3,5.6,9.9,2,14.9,4.8,2.1,45.7,18.7,8.8,5,16.2,6.6,2.1,38.3,23.3,235.6,5.3,73.1,15.8,50.4,11.3,15.7,5800,4040,1999-2003,12283,10748,1744,99.6,48.7,11080,2145,1688,4792,5205,6,3,9,181,4,64,26,17,314321,8.3,24,25
1214,24,510,Baltimore City,Maryland,MD,39,635815,7869,19.6,27.1,60.8,10.2,1.9,31.7,64.9,0.3,1.9,2.2,68.6,1232.4,18.5,6.6,13.1,2.8,16.9,8.3,2.1,66.2,24.6,11.1,4.7,14.2,7.4,3.8,36.9,26.8,254.5,34.7,80.2,10.6,67.6,8.2,20.6,28958,24321,2001-2003,110491,77374,17923,188.6,45.6,127717,19558,24520,33081,35129,5,3,19,502,4,270,888,270,5956220,9.6,27.8,28
1217,25,5,Bristol,Massachusetts,MA,32,546331,983,10.4,24.4,62.1,11.2,2.3,93.1,3.6,0.3,1.8,4.5,77.8,841.1,15.7,6.8,7.9,1.4,10.6,2.8,2.5,33.1,11.3,5.5,4.7,12.4,4.3,1.2,26.6,18.6,179.5,2.7,52.6,11.6,48.9,6,13.2,19985,15686,2001-2003,48544,72644,16142,55.1,40.1,100029,16943,20744,32568,49858,24,3,16,269,4,212,29,65,2720308,7,24,23.2
1219,25,9,Essex,Massachusetts,MA,32,738301,1475,9.7,25.7,60.9,11.1,2.3,89.4,5.2,0.3,3.1,13.2,78.5,785.2,13.9,5.6,7.2,1.3,10.5,2.3,4,29,10.2,4.9,3.7,9.5,3.7,1.1,25,21.8,141.9,2.1,56.5,6.8,49,6.4,12.9,28807,19822,2001-2003,74495,95172,16174,80,60.7,76453,19494,17805,43283,66171,28,3,22,338,4,287,86,88,1305474,6.1,18.7,18.7
1221,25,13,Hampden,Massachusetts,MA,25,461591,746,14.4,25.7,60.4,11.5,2.4,86.7,9.5,0.4,2,17.2,76.7,863.4,16.5,6.7,8.5,1.4,11.5,5,2.4,47,17.3,5.8,4.9,9.3,4.1,1.7,26.1,21.7,145.3,4.1,55.3,11.3,45.2,7.9,13.7,17230,13905,2001-2003,59589,62597,13773,88.6,54.4,63209,12842,10769,27095,43158,20,4,14,212,3,234,23,179,1078882,8.1,22,21.7
1223,25,17,Middlesex,Massachusetts,MA,34,1459011,1772,7.6,23.4,63.8,10.8,2,86.1,4.2,0.2,8.3,5,79.3,738.7,10.7,5.3,7.2,1.3,10.2,1,5.3,16.5,8.6,4.1,3.6,8.6,3,1.1,25.6,19.6,129,1,51.4,6.4,47.9,6.1,12.2,56097,34724,2001-2003,112192,180103,25764,158.7,76.6,115958,32756,32313,88036,133133,86,4,44,838,4,397,129,220,727486,5.2,15.1,15.5
1225,25,21,Norfolk,Massachusetts,MA,32,653595,1636,5.5,24,61.8,11.8,2.4,86.7,4.7,0.1,7.4,2.4,79.5,741,9.9,5.4,6.7,1.1,10.4,0.5,5.4,11.8,5.5,3.7,3.3,7.5,3.2,0.5,24.2,20.1,123.5,0.7,53.8,6.7,41,6,11.4,24882,17361,2001-2003,40219,86724,11204,173.8,97,39448,14481,10344,39113,58135,39,4,20,422,4,255,26,78,216443,5,15.9,15.4
